,campus_id,campus_name,dept,difficulty,name,quality,rating_count,retake,tag_accessibleoutsideclass,tag_amazinglectures,tag_bewareofpopquizzes,tag_caring,tag_cleargradingcriteria,tag_extracredit,tag_getreadytoread,tag_givesgoodfeedback,tag_gradedbyfewthings,tag_groupprojects,tag_hilarious,tag_inspirational,tag_lectureheavy,tag_lotsofhomework,tag_participationmatters,tag_respected,tag_skipclassyouwon'tpass,tag_somanypapers,tag_testheavy,tag_toughgrader
141,108,Bethany College,Music,2.3,Dan Masterson,3.0,3,N/A,,,,,,,,,,,,,,,,,,,,
142,108,Bethany College,Criminal Justice,3.5,David Norlin,2.5,2,N/A,,,,,,,,,,,,,,,,,,,,
143,108,Bethany College,Fine Arts,1.0,Tanya Wollenberg,5.0,2,N/A,,,,,,,,,,,,,,,,,,,,
144,108,Bethany College,Music,3.5,Richard Koshgarian,3.0,2,N/A,,,,,,,,,,,,,,,,,,,,
145,108,Bethany College,Music,2.5,Mark Bowdidge,3.3,2,N/A,,,,,,,,,,,,,,,,,,,,
146,108,Bethany College,Psychology,1.0,Chad Jones,3.0,2,N/A,,,,,,,,,,,,,,,,,,,,
147,108,Bethany College,History,5.0,Zbysek Brezina,1.0,1,N/A,,,,,,,,,,,,,,,,,,,,
148,108,Bethany College,Mathematics,2.0,Maria Doss,4.0,1,N/A,,,,,,,,,,,,,,,,,,,,
149,108,Bethany College,Chemistry,3.0,Loranelle Lockyear,2.5,1,N/A,,,,,,,,,,,,,,,,,,,,1
150,108,Bethany College,Psychology,3.0,Andrea j Ring,5.0,1,N/A,,,,,,,,,,,,,,,,,,,,
151,108,Bethany College,Fine Arts,3.0,Frank Shaw,5.0,1,N/A,,,,,,,,,,,,,,,,,,,,
152,108,Bethany College,English,4.0,Christina Bartlett,2.0,1,N/A,,,,,,,,,,,,,,1,1,,,,,1
153,108,Bethany College,Psychology,4.0,James Jay Nolan,4.0,1,N/A,,1,,,,,,,,,1,,,,1,,,,,
154,108,Bethany College,History,3.0,Bill Ferguson,5.0,1,N/A,1,,,,,1,1,,,,,,,,,,,,,
155,109,Bethel College,Theology,2.0,Bob Laurent,4.6,29,N/A,,,,1,,,,1,,,,1,,,,,,,,
156,109,Bethel College,Psychology,3.8,Stephanie Carlson,3.0,20,N/A,,,,,1,,1,,,,,,3,,,,3,,1,2
157,109,Bethel College,Philosophy,2.6,Chad Meister,4.5,18,N/A,1,1,,1,,,1,,,,,2,,,,2,,,,
158,109,Bethel College,Literature,3.4,Robby Prenkert,3.8,16,N/A,,,,1,,,2,3,,,,1,,2,1,3,,,,1
159,109,Bethel College,Philosophy,2.8,Cristian Mihut,4.7,12,N/A,,1,,,,,1,2,,,,,,,1,1,,,,
160,109,Bethel College,History,2.6,Dave Schmidt,4.6,12,N/A,,1,,,,,,,,,,,,,,1,,,,
161,109,Bethel College,English,2.5,Maralee Crandon,3.7,11,N/A,,,,,,,,,,,,,,,,,,1,,1
162,109,Bethel College,History,1.9,John Haas,4.0,11,N/A,,,,,1,,,,,,,1,,,,1,,,,
163,109,Bethel College,Theology,2.1,Duane Beals,3.1,10,N/A,,,,,,,,,,,,,,,,,,,,
164,109,Bethel College,Philosophy,3.4,James Stump,3.7,9,N/A,,,,,,,,,,,,,,,,,,,,
165,109,Bethel College,Languages,4.4,Jennifer Kutcka,3.9,8,N/A,,,,1,,,,,,,,,,,1,,1,,,
166,109,Bethel College,Computer Science,2.1,Don Schwing,3.1,7,N/A,,,,,,,,,,,,,,,,,,,,
167,109,Bethel College,English,2.9,Scott Johnson,3.2,7,N/A,,,,,,,,,,,,,,,,,,,,
168,109,Bethel College,English,2.3,Robert Staples,3.1,6,N/A,,,,,,,,,,,,,,,,,,,,
169,109,Bethel College,Psychology,3.2,Norman Spivey,4.7,6,N/A,,1,,1,1,,,,,,,,,,,,,,,
170,109,Bethel College,Religion,2.5,Anthony Tomasino,3.8,6,N/A,,,,,,,,,,,,,,,,,,,,
171,109,Bethel College,Science,4.0,Kevin Drury,3.3,6,N/A,1,1,,1,,,,,,,,2,1,1,,1,1,,,
172,109,Bethel College,Business,3.6,Peggy Jarusewic,4.4,5,N/A,,,,,,,,,,,,,,,,,,,,
173,109,Bethel College,Languages,4.8,Angela Myers,3.7,5,N/A,,,,,,,,,,,,,,,,,,,,
174,109,Bethel College,Philosophy,4.0,David Alan Reed,2.3,5,N/A,,,,,,,,,,,,,,,,,,,,
175,110,Bethel College,Philosophy,4.8,Paul Lewis,3.7,13,N/A,,,,,,,,,,,,,,,,,,,,
176,110,Bethel College,Writing,2.6,Ami Reiger,3.5,7,N/A,,,,,,,,,,,,,,,,,,,,
177,110,Bethel College,Business,3.9,Allison McFarland,3.4,7,N/A,,,,,1,,,1,,,,,,1,1,2,1,,1,1
178,110,Bethel College,Mathematics,1.5,Herman Bubbert,5.0,4,N/A,,,,,,,,,,,,,,,,1,,,,
179,110,Bethel College,Psychology,3.5,Dwight Kreihbiel,4.5,4,N/A,,,,,,,,,,,,,,,,,,,,
180,110,Bethel College,Biology,3.8,Francisca Mendez-Harclerode,4.0,4,N/A,,,,2,,,,,,,1,,1,,,2,,,,
181,110,Bethel College,Chemistry,2.7,Gary Histand,3.7,3,N/A,,,,,,,,,,,,,,,,,,,,
182,110,Bethel College,Biology,4.0,Jon Piper,3.5,3,N/A,,,,,,,1,,,,,,1,,,,,,,2
183,110,Bethel College,Education,1.7,Allen Jantz,4.0,3,N/A,,,,,,,,,,,,,,,,,,,,
184,110,Bethel College,History,4.0,Mark Jantzen,5.0,3,N/A,,,,,,,1,,,,2,,1,,,1,,,,
185,110,Bethel College,Biology,3.5,Wayne Wiens,4.3,2,N/A,,,,,,,,,,,,,,,,,,,,
186,110,Bethel College,Mathematics,3.5,Lisa Thimm,3.5,2,N/A,,,,1,1,,,,,,,,,,,,1,,,1
187,110,Bethel College,Sociology,4.5,Kip Wedel,3.0,2,N/A,,,,,,,1,,,,,,2,,,,,1,1,
188,110,Bethel College,Computer Science,2.0,Karl Friesen,3.5,1,N/A,,,,,,,,,,,,,,,,,,,,
189,110,Bethel College,Business,4.0,Bobby Lloyd,4.0,1,N/A,,1,,,,,,1,,,,,,,,,,1,,
190,110,Bethel College,English,4.0,Brad Born,4.0,1,N/A,,,,,,,1,1,,,,,,,1,,,,,
191,111,Bethel University,Writing,3.4,Joann Yost,3.3,27,N/A,,,2,1,1,,,3,,,,1,4,2,,,1,3,,3
192,111,Bethel University,Economics,4.3,Tim Essenburg,3.7,26,80%,,1,,1,1,,2,,,,1,5,1,1,2,3,1,,,3
193,111,Bethel University,Mathematics,4.6,Eric Gossett,3.1,24,N/A,,,,,,,3,,,1,,,,2,,,,,,4
194,111,Bethel University,Philosophy,2.8,Sara Shady,4.6,24,83%,,1,,4,1,,1,6,,,1,1,,,2,3,1,,1,
195,111,Bethel University,Biology,4.4,Timothy Shaw,3.2,23,71%,,,,2,2,3,,1,,,,,2,,,2,5,,2,5
196,111,Bethel University,English,3.2,Joey Horstman,4.2,19,N/A,,,,1,,,,,,,1,,,,,1,,,,
197,111,Bethel University,Psychology,2.8,Joel Frederickson,4.5,19,N/A,2,3,,1,,1,,1,,,2,1,,,,3,,,,
198,111,Bethel University,Ethnic Studies,3.3,Rueben Rivera,3.3,19,N/A,,1,,,,,1,,,,,,,,1,,,,,
199,111,Bethel University,Theology,3.5,Catherine Wright,3.0,18,100%,1,,,2,,,3,,,,,1,2,2,1,,,,1,2
200,111,Bethel University,Psychology,3.3,Angela Sabates,3.6,18,33%,,1,,,1,,3,2,,,1,,,1,,1,1,2,,3
201,111,Bethel University,Geology,2.9,Bryan Anderson,4.7,18,100%,1,3,,5,2,2,,2,,,7,,2,,1,1,1,,,
202,111,Bethel University,Economics,4.2,Dimitri Medvedovski,2.7,17,N/A,,1,,,1,,,,,,,,1,1,,1,2,,,3
203,111,Bethel University,Religion,3.6,Juan Hernandez,3.7,17,N/A,,3,,,1,,1,,2,,5,,,,1,3,1,,1,
204,111,Bethel University,Political Science,3.5,Chris Moore,4.3,17,78%,1,2,3,2,,,3,,1,,5,1,,1,,1,,3,,
205,111,Bethel University,English,3.1,Mark Bruce,3.3,15,N/A,,,,2,,,1,,1,,2,,1,,1,,,,,
206,111,Bethel University,Religion,3.4,Jim Beilby,4.1,15,N/A,,1,1,,2,,1,,,,1,,1,1,,1,1,,1,4
207,111,Bethel University,Religion,3.5,Mike Holmes,4.5,15,N/A,,,,1,,,1,1,1,,1,,,2,1,1,1,,,3
208,111,Bethel University,Biology,4.9,Joyce Doan,1.3,15,N/A,,,,1,,,4,,,,,,6,1,1,,4,,4,14
209,111,Bethel University,English,2.6,Angela Shannon,1.8,15,33%,,,1,,1,,6,,,2,,1,1,2,1,,,1,,8
210,111,Bethel University,Biblical & Religious Studies,4.5,Gary Long,4.4,14,N/A,,3,,2,,,2,,,,,3,,,,,1,1,,3
211,112,Bethune-Cookman University,Business,2.6,Donel J Richemond,4.5,44,N/A,1,1,,6,3,,,4,,5,,2,,7,3,6,8,,,2
212,112,Bethune-Cookman University,Computer Science,2.9,Masood Poorandi,4.7,25,83%,1,5,,8,2,,,1,,,,1,,1,,6,6,,1,
213,112,Bethune-Cookman University,Chemistry,3.5,Manoharan Mariappan,4.1,24,83%,,3,,7,6,3,,3,,,2,,8,3,5,3,12,,,9
